Name,Rating,Courses,Fees Range,Package,City
"S.P. Jain Institute of Management and Research, Mumbai",4.2,22 Courses,₹25 K - 22.1 L,₹18 - 30.5 LPA,Mumbai
Manonmaniam Sundaranar University (MSUNIV),3.6,35 Courses,₹1.4 K - 80 K,₹3 LPA,Tamil Nadu - Other
KLE Technological University,4.3,23 Courses,₹1.2 L - 3.1 L,₹3.5 - 11.61 LPA,Hubli
Management Development Institute,4.4,8 Courses,₹3.9 L - 24.7 L,₹24.06 - 26.7 LPA,Gurgaon
IIM Raipur - Indian Institute of Management,4.1,20 Courses,₹3.6 L - 14.2 L,₹14.8 - 16.95 LPA,Raipur
Sree Chitra Tirunal Institute for Medical Sciences and Technology,NULL,24 Courses,₹1.7 L - 2 L,₹5.04 - 26.4 LPA,Thiruvananthapuram
Yenepoya (Deemed to be university),4.4,73 Courses,₹30 K - 97.5 L,₹1.5 - 12 LPA,Mangalore
"All India Institute of Medical Sciences, Bhubaneswar",4.6,51 Courses,₹1 K - 1.1 L,₹12.4 - 15 LPA,Bhubaneswar
CMR Institute of Technology,4.2,13 Courses,₹1.1 L - 4.4 L,₹3.91 - 4.5 LPA,Hyderabad
Kuvempu University,4.1,90 Courses,₹20.6 K - 1.2 L,₹2.6 - 2.8 LPA,Shimoga
IIITDM Jabalpur - Indian Institute of Information Technology Design and Manufacturing,4.2,21 Courses,₹1.1 L - 5.7 L,₹8.5 - 11 LPA,Jabalpur
Central University of Tamil Nadu,4.3,46 Courses,₹4.8 K - 27 K,₹2.4 - 3.46 LPA,Thanjavur
Burdwan University,4.3,129 Courses,₹1.2 K - 96 K,₹1.52 - 2.39 LPA,Bardhaman
Coimbatore Institute of Technology,4.0,30 Courses,₹35 K - 3.4 L,₹4.5 LPA,Coimbatore
Institute of Infrastructure Technology Research and Management,3.8,8 Courses,₹5.9 L,₹3.36 LPA,Ahmedabad
JIS College of Engineering,4.1,31 Courses,₹1.5 L - 5.5 L,₹4.5 - 5.7 LPA,Kolkata
MLR Institute of Technology,4.3,24 Courses,₹1.2 L - 4.6 L,₹3.94 - 4.5 LPA,Hyderabad
Panimalar Engineering College,3.8,16 Courses,₹35 K - 2 L,₹4 - 6.38 LPA,Chennai
Sharda University,3.5,20 Courses,₹1 L - 9.2 L,₹3 - 4.25 LPA,Greater Noida
NIT Manipur - National Institute of Technology,3.3,14 Courses,₹30 K - 5 L,₹6.25 - 7.5 LPA,Imphal
"National Institute of Pharmaceutical Education and Research, Guwahati",5.0,8 Courses,₹1.9 L,₹4.5 LPA,Changsari
Chandigarh Group of Colleges,4.2,68 Courses,₹15 K - 9 L,₹5.58 - 6.5 LPA,Chandigarh
IIT Dharwad - Indian Institute of Technology,4.1,21 Courses,₹10 K - 8 L,₹14.13 LPA,Dharwad
Shri G. S. Institute of Technology and Science,3.9,48 Courses,₹20 K - 3.8 L,₹4.06 - 5.3 LPA,Indore
"Dr. D.Y. Patil Vidyapeeth, Pune",3.6,26 Courses,₹1.3 L - 22.5 L,₹3.5 - 8.5 LPA,Pune
IIM Udaipur - Indian Institute of Management,4.2,5 Courses,₹10 L - 20 L,₹16.5 - 20 LPA,Udaipur
Galgotias University,4.0,279 Courses,₹50 K - 6 L,₹1.9 - 4.1 LPA,Greater Noida
"University of Agricultural Sciences, Bangalore",4.0,32 Courses,₹12 K - 50.5 K,₹5 - 75 LPA,Bangalore
"KIMS - Krishna Institute of Medical Sciences, Secunderabad",4.2,33 Courses,₹2.3 L,4.5,Hyderabad
Guru Nanak Institute of Technology - GNIT,4.3,19 Courses,₹54 K - 4.7 L,₹4.5 LPA,Kolkata
Institute of Post Graduate Medical Education and Research,4.7,67 Courses,₹8 K - 1.2 L,₹5.41 - 8.4 LPA,Kolkata
"National Institute of Pharmaceutical Education and Research, Raebareli",5.0,5 Courses,– / –,₹4.13 LPA,Lucknow
Karunya Institute of Technology and Sciences,4.0,70 Courses,₹1.2 L - 11.1 L,₹0.25 - 4.1 LPA,Coimbatore
Dr. M.G.R. Educational and Research Institute,3.7,129 Courses,₹40 K - 8 L,₹5.6 - 12 LPA,Chennai
M S Ramaiah Medical College,4.3,39 Courses,₹3.1 L - 21.4 L,₹6.6 - 12.4 LPA,Bangalore
Maharshi Dayanand University,3.9,104 Courses,₹800 - 1.8 L,₹3.25 - 8 LPA,Rohtak
IIM Kashipur - Indian Institute of Management,4.4,23 Courses,₹60 K - 17.5 L,₹14.82 LPA,Kashipur
Visva Bharati University,4.4,205 Courses,₹840 - 30 K,₹3.6 - 5.4 LPA,West Bengal - Other
"Institute of Engineering and Technology, GLA University",4.1,37 Courses,₹2.8 L - 8.9 L,₹5 - 5.5 LPA,Mathura
"Cummins College of Engineering for Women, Pune",4.2,12 Courses,₹3 L - 6.1 L,₹7.25 - 7.6 LPA,Pune
Utkal University,4.1,66 Courses,₹3.3 K - 3.2 L,₹1.8 - 4 LPA,Bhubaneswar
C. V. Raman Global University,4.0,86 Courses,₹22 K - 7.3 L,₹3.45 - 5 LPA,Bhubaneswar
"International Institute of Information Technology, Bhubaneswar",3.9,6 Courses,₹2.8 L - 7 L,₹7 - 8 LPA,Bhubaneswar
"College of Engineering, Sri Venkateswara University",3.9,22 Courses,₹37.8 K - 81.4 K,₹4.5 - 6 LPA,Tirupati
B.N.M Institute of Technology,3.6,15 Courses,₹1.2 L - 3.3 L,₹3.8 - 4.5 LPA,Bangalore
BVRIT Hyderabad College of Engineering for Women,4.6,6 Courses,₹1.1 L - 4.8 L,₹6.5 LPA,Hyderabad
NIT Nagaland - National Institute of Technology,4.0,14 Courses,₹45 K - 5 L,₹9 - 10.5 LPA,Dimapur
"Sri Venkateswara College of Engineering, Kanchipuram",4.3,34 Courses,₹50 K - 4.3 L,₹4.25 - 5.25 LPA,Chennai
Dr. B.C. Roy Engineering College,3.8,22 Courses,₹1.6 L - 3.7 L,₹3.5 - 3.8 LPA,Durgapur
MSU - The Maharaja Sayajirao University of Baroda,4.1,291 Courses,₹1.8 K - 5.6 L,₹1.8 - 4.5 LPA,Vadodara
RVR and JC College of Engineering,4.3,23 Courses,₹76.8 K - 3.2 L,₹2.17 - 3.6 LPA,Guntur
"SMIT - Sikkim Manipal Institute of Technology, Sikkim Manipal University",4.1,56 Courses,₹1.8 L - 15.6 L,₹4.75 LPA,Rangpo
BV Raju Institute of Technology,4.3,27 Courses,₹1.3 L - 5.4 L,₹3.49 - 4.01 LPA,Hyderabad
RSET - Rajagiri School of Engineering and Technology,4.0,16 Courses,₹1.3 L - 3 L,₹3.6 - 4 LPA,Kochi
Central University of Punjab,3.5,63 Courses,₹5 K - 90.3 K,₹3.1 - 3.36 LPA,Punjab - Other
DDU - Dharmsinh Desai University,3.9,30 Courses,₹3 K - 33 L,₹2.58 - 7.05 LPA,Gujarat - Other
CMR College of  Engineering and Technology,4.2,22 Courses,₹1 L - 4.6 L,₹3.8 - 4 LPA,Hyderabad
"Sri Venkateswara College of Engineering and Technology, Chittoor",3.7,35 Courses,₹63.4 K - 1.9 L,₹4.84 - 5.4 LPA,Chittoor
"College of Pharmaceutical Sciences, Andhra University, Visakhapatnam",4.1,14 Courses,₹30 K - 4.1 L,₹3 - 6.6 LPA,Visakhapatnam
"Government Engineering College, Thrissur",4.4,34 Courses,₹26.5 K - 43.3 K,₹1.5 - 4.55 LPA,Thrissur
"Maulana Azad Medical College, University of Delhi",4.6,34 Courses,₹11 K - 81.8 K,₹0.86 - 0.9 LPA,Delhi
Rajarambapu Institute of Technology,4.0,50 Courses,₹18 K - 4.9 L,₹2.16 - 3.5 LPA,Kolhapur
IIM Trichy - Indian Institute of Management,4.4,11 Courses,₹10 L - 19.5 L,₹13 - 16 LPA,Tiruchirappalli
GITA - Gandhi Institute for Technological Advancement,4.2,22 Courses,₹1.6 L - 4.3 L,₹4.2 - 4.5 LPA,Bhubaneswar
Chaudhary Charan Singh Haryana Agricultural University,4.5,58 Courses,₹8.8 K - 74 K,4.1,Haryana - Other
"TISS - Tata Institute of Social Sciences, Mumbai",4.5,95 Courses,₹7 K - 12.3 L,₹1.5 - 6 LPA,Mumbai
"NMIMS, Mumbai",NULL,6 Courses,₹11.1 L - 18 L,₹5.5 - 19.2 LPA,Mumbai
"Odisha University of Agriculture & Technology, Bhubaneswar",3.8,60 Courses,₹21.5 K - 77.1 K,3.1,Bhubaneswar
"JNTUA College of Engineering, Ananthapuramu",3.8,43 Courses,₹30 K - 1 L,₹3.25 - 5 LPA,Anantapur
"J. C. Bose University of Science and Technology, YMCA",3.7,56 Courses,₹16 K - 2.9 L,₹2.16 - 4.5 LPA,Faridabad
"University College of Engineering, Kakinada, Jawaharlal Nehru Technological University, Kakinada",3.8,31 Courses,₹40 K - 1.8 L,₹3.5 - 4 LPA,Kakinada
KCG College of Technology,4.0,26 Courses,₹50 K - 2 L,₹3.9 - 4 LPA,Chennai
"Amity University, Jaipur",4.0,141 Courses,₹52 K - 12.3 L,₹3.6 - 5 LPA,Jaipur
Veermata Jijabai Technological Institute - VJTI Mumbai,4.1,62 Courses,₹18 K - 2.3 L,₹6 - 7.54 LPA,Mumbai
IIM Ranchi - Indian Institute of Management,4.3,8 Courses,₹80 K - 15.5 L,₹14.75 - 15.5 LPA,Ranchi
Prasad V Potluri Siddhartha Institute of Technology,4.0,15 Courses,₹97.6 K - 2.8 L,₹1.08 - 3.5 LPA,Vijayawada
"University College of Medical Sciences, University of Delhi",4.6,29 Courses,₹720 - 39 K,₹4.2 - 17 LPA,Delhi
"SNS College of Technology, SNS Group of Institutions",4.2,37 Courses,₹35 K - 2 L,₹3.4 - 4.52 LPA,Coimbatore
Hindustan Institute of Technology and Science,3.7,148 Courses,₹30 K - 31.4 L,₹2.8 - 4.5 LPA,Chennai
Malla Reddy Engineering College,4.1,21 Courses,₹90 K - 4.6 L,₹3.4 - 4 LPA,Secunderabad
SR Engineering College,4.0,16 Courses,₹1.1 L - 4.4 L,₹4.5 - 4.8 LPA,Warangal
"Assam University, Silchar",3.6,76 Courses,₹500 - 40 K,₹3.68 - 3.7 LPA,Silchar
"Lady Hardinge Medical College, University of Delhi",4.5,35 Courses,₹1 K - 76.8 K,₹1 - 14 LPA,Delhi
Vidya Jyothi Institute of Technology,4.0,21 Courses,₹1 L - 4.6 L,₹3.6 - 3.81 LPA,Hyderabad
CMR Technical Campus,4.1,15 Courses,₹86 K - 4.2 L,₹3.5 - 4.5 LPA,Hyderabad
Shri Vishnu Engineering College for Women,4.6,15 Courses,₹84.8 K - 2.8 L,₹3.24 - 3.8 LPA,West Godavari
"KLS Gogte Institute of Technology, Belagavi",4.1,31 Courses,₹1.2 L - 4.2 L,₹2.7 - 4.8 LPA,Belgaum
Annamalai University,3.6,322 Courses,₹2.8 K - 2.5 L,₹1.76 - 10.11 LPA,Tamil Nadu - Other
"Indian Institute of Foreign Trade, Delhi",4.3,19 Courses,₹75 K - 21.8 L,₹24 LPA,Delhi
Shivaji University,4.1,175 Courses,₹2 K - 2.4 L,₹0.85 - 2.93 LPA,Kolhapur
GJUST-Guru Jambheshwar University of Science And Technology,4.0,69 Courses,₹4.4 K - 2.4 L,₹1.25 - 3.75 LPA,Hisar
Kakatiya Institute of Technology and Science,4.1,22 Courses,₹1 L - 5 L,₹4.33 - 5.3 LPA,Warangal
"Chitkara University, Chandigarh",4.9,28 Courses,₹1.9 L - 61.1 L,₹2.1 - 7.6 LPA,Chandigarh
"VELS Institute of Science, Technology and Advanced Studies (VISTAS)",3.8,53 Courses,₹7.5 K - 7.2 L,₹3.15 - 6.95 LPA,Chennai
ILBS Delhi - Institute of Liver and Biliary Sciences,NULL,21 Courses,₹2.1 L,₹30 LPA,Delhi
Gokaraju Rangaraju Institute of Engineering and Technology,4.4,20 Courses,₹1.1 L - 5.2 L,₹3.54 - 4.02 LPA,Hyderabad
IIM Shillong - Indian Institute of Management,3.8,9 Courses,₹60 K - 20 L,₹20 - 22.28 LPA,Shillong
Kumaraguru College of Technology,4.2,36 Courses,₹35 K - 2 L,₹2.4 - 4 LPA,Coimbatore
KIMS - Kalinga Institute of Medical Sciences,4.3,33 Courses,₹8.3 L - 83.3 L,₹13.5 - 17 LPA,Bhubaneswar
Guru Nanak Dev Engineering College,3.8,44 Courses,₹78 K - 3 L,₹3.6 LPA,Ludhiana
"Presidency University, Kolkata",4.1,38 Courses,₹3.8 K - 5.4 K,₹7 LPA,Kolkata
"Great Lakes Institute of Management, Chennai",4.3,7 Courses,₹1.5 L - 12.4 L,₹11.44 LPA,Chennai
Rajeev Gandhi Memorial College of Engineering and Technology,3.7,19 Courses,₹88.4 K - 2.8 L,₹4.4 LPA,Kurnool
Sri Sai Ram Institute of Technology,3.8,17 Courses,₹35 K - 2.2 L,₹3.27 - 4.5 LPA,Chennai
B.S. Abdur Rahman Crescent Institute of Science and Technology,4.2,72 Courses,₹40 K - 16 L,₹3.25 - 4.25 LPA,Chennai
SVVU - Sri Venkateswara Veterinary University,4.2,9 Courses,₹19.8 K - 50.9 K,4.3,Tirupati
College of Technology and Engineering,3.9,18 Courses,₹1.3 L - 2 L,₹4.2 LPA,Udaipur
R.M.D. Engineering College,4.1,8 Courses,₹50 K - 2 L,₹4.76 LPA,Tamil Nadu - Other
Central University of Kerala,3.6,39 Courses,₹13.3 K - 1.8 L,₹3.48 LPA,Kasargode
Vignan Institute of Technology and Science,4.0,17 Courses,₹1.1 L - 4 L,3.8,Nalgonda
Saurashtra University,3.8,57 Courses,₹3.1 K - 2.2 L,₹1.7 - 4.5 LPA,Rajkot
"Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai",4.2,118 Courses,₹21 K - 1.9 Cr,₹4.5 - 13 LPA,Navi Mumbai
Acharya N.G. Ranga Agricultural University,3.8,28 Courses,₹14.9 K - 1.9 L,3.9,Hyderabad
Siddhartha Institute of Technology and Sciences,3.4,23 Courses,₹44.7 K - 3.2 L,₹2.8 LPA,Ranga Reddy
Godavari Institute of Engineering and Technology,4.0,30 Courses,₹54 K - 2.3 L,₹3.83 - 4.2 LPA,Rajahmundry
DAVV - Devi Ahilya Vishwavidyalaya,4.0,141 Courses,₹2 K - 2.5 L,₹1.94 - 84 LPA,Indore
All India Institute of Medical Sciences Patna,5.0,35 Courses,₹2.1 K - 26.4 K,₹12.36 LPA,Patna
University of Kalyani,3.5,44 Courses,₹2.4 K - 1.4 L,₹4.6 - 7.2 LPA,Kolkata
Ashoka University,4.7,31 Courses,₹75 K - 27.8 L,₹8 - 10 LPA,Sonepat
R.M.K. College of Engineering and Technology,3.7,6 Courses,₹2 L,₹4.3 LPA,Thiruvarur
Kalinga University,4.2,83 Courses,₹25 K - 7.2 L,₹2.52 - 3.76 LPA,Raipur
"JSS Medical College, JSS Academy of Higher Education and Research",4.0,57 Courses,₹64.3 K - 69.4 L,₹9.54 - 19.8 LPA,Mysore
Maulana Abul Kalam Azad University of Technology [MAKAUT],3.9,125 Courses,₹9 K - 2.4 L,₹2.4 - 4.5 LPA,Kolkata
Goa University,3.8,62 Courses,₹4.4 K - 2.8 L,₹2.34 - 7.9 LPA,Goa - Other
IIITDM Kancheepuram - Indian Institute of Information Technology Design & Manufacturing,4.2,20 Courses,₹1.1 L - 6 L,₹8.27 - 12.62 LPA,Chennai
Dibrugarh University,3.8,94 Courses,₹1 K - 3.5 L,₹2 - 6.35 LPA,Dibrugarh
GLA University,4.3,48 Courses,₹15 K - 9.5 L,₹2.72 - 5.5 LPA,Mathura
"Dr. B.R. Ambedkar University Delhi, Kashmere Gate",3.9,31 Courses,₹1.1 L - 3 L,₹3 - 6 LPA,Delhi
Dr. Yashwant Singh Parmar University of Horticulture and Forestry,3.7,28 Courses,₹18 K - 80 K,₹3.5 - 4.78 LPA,Himachal Pradesh - Other
Manipur University,4.2,77 Courses,₹10.1 K - 1.7 L,₹4.2 - 7.8 LPA,Imphal
KLE Academy of Higher Education and Research,4.2,37 Courses,₹26 K - 10.6 L,₹4.08 - 11.61 LPA,Belgaum
KAU - Kerala Agricultural University,3.6,34 Courses,₹2.2 L,1.5,Thrissur
GIM - Goa Institute of Management,4.3,7 Courses,₹40 K - 18.3 L,₹11.05 LPA,Goa - Other
Kurukshetra University,3.5,28 Courses,₹1.1 K - 3.7 L,₹3 - 4.2 LPA,Kurukshetra
Mangalore University,4.0,52 Courses,₹6.3 K - 56.9 K,₹2.6 LPA,Mangalore
Rajasthan University of Veterinary and Animal Sciences,NULL,2 Courses,– / –,– / –,Bikaner
"Centurion University of Technology and Management, Paralakhemundi",3.8,32 Courses,₹90 K - 15 L,₹3 - 3.6 LPA,Orissa - Other
Dayalbagh Educational Institute [DEI],3.9,16 Courses,₹11.6 K - 27.8 K,₹3.25 - 5 LPA,Agra
Teri School of Advanced Studies (TSAS),3.9,32 Courses,₹35 K - 16.2 L,₹5.5 - 6 LPA,Delhi
Veer Surendra Sai University of Technology,4.0,43 Courses,₹91.1 K - 2.3 L,₹4.5 - 7 LPA,Orissa - Other
"N. M. College of Agriculture, Navsari Agricultural University",4.5,12 Courses,₹20 K,₹4 LPA,Navsari
JAU - Junagadh Agricultural University,NULL,4 Courses,₹2.9 K,– / –,Junagadh
Dr. B.R. Ambedkar Institute of Technology,4.4,13 Courses,₹42.1 K,₹3.15 LPA,Port Blair
Sri Venkateswara College of Engineering and Technology,1.4,10 Courses,₹35 K - 2 L,1.0,Thiruvarur
"Jawaharlal Nehru Technological University, Kakinada",2.8,15 Courses,₹54 K - 2.6 L,₹3.5 - 4 LPA,Kakinada
National Sanskrit University,4.8,116 Courses,₹250 - 13.7 K,5.0,Tirupati
GMCH Chandigarh - Government Medical College and Hospital,4.5,34 Courses,₹28.7 K - 4.5 L,₹10.8 LPA,Chandigarh
"SMU - Sikkim Manipal University, Gangtok",3.0,26 Courses,₹44.7 K - 6 L,₹2.5 - 3.7 LPA,Gangtok
Central University of Rajasthan,4.1,54 Courses,₹55.4 K - 5.4 L,₹2.28 - 5.5 LPA,Ajmer
IIM Visakhapatnam - Indian Institute of Management,4.3,5 Courses,₹10.8 L - 16.5 L,₹12 - 15.46 LPA,Visakhapatnam
"Christian Dental College, Ludhiana",3.6,4 Courses,₹17.6 L,₹3.5 - 6 LPA,Ludhiana
Christian Medical College & Hospital Ludhiana,3.9,58 Courses,₹86 K - 33 L,₹3.6 - 14 LPA,Ludhiana
"International Management Institute, New Delhi",4.1,6 Courses,₹7.7 L - 18.2 L,₹14.17 - 18.56 LPA,Delhi
IMT Ghaziabad - Institute of Management Technology,4.2,9 Courses,₹6 L - 19 L,₹14 LPA,Ghaziabad
PES University,4.0,61 Courses,₹1.9 L - 18 L,₹2.4 - 7.5 LPA,Bangalore
Chennai Institute of Technology,4.3,23 Courses,₹50 K - 2 L,₹4.5 LPA,Chennai
Dayanand Medical College and Hospital,4.2,40 Courses,₹7.8 L - 19.5 L,₹4.32 - 30 LPA,Ludhiana
"National Institute of Pharmaceutical Education and Research, Kolkata",NULL,5 Courses,₹1.2 L,₹3.8 LPA,Kolkata
K J Somaiya College of Engineering,4.1,36 Courses,₹50 K - 18.8 L,₹6.3 - 7 LPA,Mumbai
TANUVAS - Tamil Nadu Veterinary And Animal Sciences University,NULL,5 Courses,– / –,– / –,Chennai
AIIMS Bhopal - All India Institute of Medical Sciences,4.7,46 Courses,₹2.1 K - 4.8 K,₹1 - 1.2 LPA,Bhopal
Parul University,4.2,480 Courses,₹20 K - 16.9 L,₹1.94 - 4.8 LPA,Vadodara
GITAM Dental College And Hospital,NULL,9 Courses,– / –,₹4.9 LPA,Visakhapatnam
NIT Jamshedpur - National Institute of Technology,4.0,33 Courses,₹60 K - 5 L,₹7 - 9.5 LPA,Jamshedpur
MICA,4.4,16 Courses,₹27.5 K - 21 L,₹13 - 17.1 LPA,Ahmedabad
K J Somaiya Institute of Management,4.2,7 Courses,₹4.2 L - 16.6 L,₹9.05 - 10.25 LPA,Mumbai
AIIMS Raipur - All India Institute of Medical Sciences,4.5,51 Courses,₹900 - 11.7 K,₹12.47 - 15 LPA,Raipur
T A Pai Management Institute,4.2,5 Courses,₹16.5 L,₹11.68 LPA,Manipal
PSG Institute of Medical Sciences and Research,4.5,39 Courses,₹15.8 L - 47.1 L,₹9.3 - 15.6 LPA,Coimbatore
"Amity School of Engineering and Technology, Amity University, Noida",4.1,53 Courses,₹2.4 L - 25.9 L,₹3.8 - 8.65 LPA,Noida
KPR Institute of Engineering and Technology,4.4,20 Courses,₹50 K - 2 L,₹4 LPA,Coimbatore
Birla Institute of Management Technology,3.9,10 Courses,₹2.3 L - 13 L,₹10.5 LPA,Greater Noida
G.L. Bajaj Institute of Technology and Management,4.0,25 Courses,₹1.2 L - 4.2 L,₹4.5 LPA,Greater Noida
"Institute of Medical Sciences, BHU",4.6,76 Courses,₹900 - 6 L,₹8 - 20 LPA,Varanasi
"International Institute for Aerospace Engineering and Management, Jain Deemed-to-be University",3.5,8 Courses,– / –,₹7.26 - 7.78 LPA,Bangalore
Jaipuria Noida - Jaipuria Institute of Management,4.0,7 Courses,₹1.2 L - 13.5 L,₹7.4 LPA,Noida
"Rajarshi Shahu College of Engineering, Pune",4.1,18 Courses,₹18 K - 3.6 L,₹4 LPA,Pune
KEC - Kongu Engineering College,4.2,48 Courses,₹35 K - 2 L,₹3.18 - 4.1 LPA,Erode
Pimpri Chinchwad College of Engineering,4.1,19 Courses,₹2 L - 4.8 L,₹4 - 4.2 LPA,Pune
S.M.S. Medical College,4.5,72 Courses,₹2 K - 4.9 L,₹9.88 - 21.4 LPA,Jaipur
Krishna Institute of Medical Sciences,3.7,61 Courses,₹25 K - 1 Cr,₹5.2 - 12.25 LPA,Satara
Saraswati Dental College,3.7,9 Courses,₹8.8 L - 18 L,₹7.21 - 10.12 LPA,Lucknow
IIM Jammu - Indian Institute of Management,4.0,6 Courses,₹6.3 L - 20.7 L,₹12.75 LPA,Jammu
IFHE Hyderabad - ICFAI Foundation For Higher Education,4.2,2 Courses,₹1.8 L - 6.5 L,₹8.23 LPA,Hyderabad
Pt. Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,4.3,55 Courses,₹8 K - 4.5 L,₹9.02 - 13.71 LPA,Rohtak
"School of Health Sciences, UPES",4.5,21 Courses,₹2.4 L - 16.4 L,₹4.2 - 5 LPA,Dehradun
IIM Nagpur - Indian Institute of Management,4.3,20 Courses,₹1.2 L - 17.7 L,₹15.42 LPA,Nagpur
Medical College,4.4,45 Courses,₹31 K - 48 K,₹6 LPA,Kolkata
The Gujarat Cancer and Research Institute,NULL,2 Courses,– / –,– / –,Ahmedabad
Reva University,4.2,136 Courses,₹15 K - 18 L,₹3 LPA,Bangalore
"Government Medical College, Thiruvananthapuram",4.7,52 Courses,₹99.2 K - 4.8 L,₹5.75 LPA,Thiruvananthapuram
"B. J. Medical College, Ahmedabad",4.6,54 Courses,₹90 K - 1.2 L,₹1 - 2.25 LPA,Ahmedabad
Srirama Chandra Bhanja Medical College and Hospital,4.6,44 Courses,₹70 K - 1.2 L,₹7.68 - 9 LPA,Cuttack
NIT Puducherry - National Institute of Technology,3.4,16 Courses,₹15 K - 5 L,₹7.55 - 10 LPA,Pondicherry
"National Institute of Pharmaceutical Education and Research, Hajipur",NULL,5 Courses,– / –,₹4.05 LPA,Hajipur
"Faculty of Management Studies, University of Delhi",4.4,4 Courses,₹2 L,₹15.5 LPA,Delhi
NIT Arunachal Pradesh - National Institute of Technology,3.7,20 Courses,₹2.1 L - 5 L,₹6.5 - 8.35 LPA,Arunachal Pradesh - Other
Regional Institute of Medical Sciences,4.4,37 Courses,₹18.5 K - 3.7 L,₹0.83 - 0.98 LPA,Imphal
Mepco Schlenk Engineering College,3.9,21 Courses,₹35 K - 4 L,₹4 - 4.2 LPA,Tamil Nadu - Other
"NMAM Institute of Technology, NITTE University",4.0,21 Courses,₹2 L - 10 L,₹1.5 - 2.42 LPA,Mangalore
Chettinad Academy of Research and Education,NULL,11 Courses,₹6 L - 12 L,₹3.8 - 7.2 LPA,Chennai
"Department of Management Studies, IIT Delhi",4.4,4 Courses,₹11.2 L - 12.6 L,₹20.06 - 24.45 LPA,Delhi
"ICFAI Business School (IBS), Hyderabad",3.9,11 Courses,₹3 L - 16 L,₹3.85 - 8.23 LPA,Hyderabad
"National Institute of Technology, Uttarakhand",3.2,18 Courses,₹45 K - 5 L,₹6.5 - 6.8 LPA,Srinagar Pauri Garhwal
"JSS Academy of Technical Education, JSS Mahavidyapeetha, Noida",3.7,33 Courses,₹1 L - 2.9 L,₹4.21 LPA,Noida
Manav Rachna International Institute of Research & Studies,NULL,18 Courses,₹60 K - 28.5 L,₹3.8 - 7.2 LPA,Faridabad
ABES Engineering College,4.0,21 Courses,₹1.3 L - 4.4 L,₹4.25 - 5 LPA,Ghaziabad
SRM Medical College Hospital and Research Centre,4.7,76 Courses,₹30 K - 1.4 Cr,₹2.5 - 14.4 LPA,Chennai
IIM Amritsar - Indian Institute of Management,4.4,14 Courses,₹1.6 L - 15 L,₹13.54 LPA,Amritsar
"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur",4.8,4 Courses,₹3 L,₹3.3 - 4.2 LPA,Thanjavur
IIM Bodh Gaya - Indian Institute of Management,4.1,7 Courses,₹1.2 L - 32.6 L,₹11.68 LPA,Gaya
"Shailesh J. Mehta School of Management, IIT Bombay",4.6,4 Courses,₹96 K - 42 L,₹25.76 - 26.64 LPA,Mumbai
"Prin. L. N. Welingkar Institute of Management Development and Research, Mumbai",4.0,49 Courses,₹11.8 K - 13 L,₹10.5 LPA,Mumbai
Thadomal Shahani Engineeirng College,3.9,5 Courses,₹6 L,₹5 LPA,Mumbai
VNR Vignana Jyothi Institute of Engineering and Technology,4.4,29 Courses,₹2.6 L - 5.4 L,₹3.5 - 6.14 LPA,Hyderabad
PSG Institute of Technology and Applied Research,4.3,8 Courses,₹2 L - 2.5 L,₹5.5 LPA,Coimbatore
"Institute of Rural Management, Anand",4.6,3 Courses,₹9.9 L - 12.6 L,₹15 LPA,Anand
FORE School of Management,3.8,9 Courses,₹12 K - 17 L,₹10.3 - 13.52 LPA,Delhi
Vishwakarma Institute of Information Technology,3.9,21 Courses,₹1.6 L - 5.7 L,₹4 - 6 LPA,Pune
Thakur College of Engineering and Technology,4.2,18 Courses,₹3.3 L - 5.9 L,₹3.6 - 3.8 LPA,Mumbai
VGSOM IIT Kharagpur - Vinod Gupta School of Management,4.5,4 Courses,₹6 L - 25 L,₹18.08 - 19.67 LPA,Kharagpur
Bangalore Institute of Technology,3.6,26 Courses,₹1.2 L - 3.3 L,₹4.5 - 6 LPA,Bangalore
NMAM Institute of Technology,3.9,23 Courses,₹1.2 L - 8.9 L,₹3.6 - 5.25 LPA,Udupi
IIM Sambalpur - Indian Institute of Management,4.3,2 Courses,₹10 L - 10.5 L,₹12.42 LPA,Sambalpur
"Great Lakes Institute of Management, Gurgaon",4.3,6 Courses,₹7.4 L - 11.2 L,₹9.18 - 11.4 LPA,Gurgaon
Siddaganga Institute of Technology,4.0,27 Courses,₹1.2 L - 4.2 L,₹3.6 - 6 LPA,Tumkur
Shri Mata Vaishno Devi University,3.8,37 Courses,₹20 K - 6.6 L,₹2.5 - 4.33 LPA,Jammu
